ED_ID,Province,PRUID,ED_Name,x,y,lat,lng,Address,City,Postal_Code
350,Ontario,ON,BRAMPTON CIVIC HOSPITAL,-79.7426234,43.74592783,43.74592783,-79.7426234,2100 BOVAIRD DR E,BRAMPTON,L6R3J7
351,Ontario,ON,BROCKVILLE GENERAL HOSPITAL,-75.6825839,44.59759277,44.59759277,-75.6825839,75 CHARLES ST,BROCKVILLE,K6V1S8
352,Ontario,ON,CAMPBELLFORD MEMORIAL HOSPITAL,-77.78959503,44.31210888,44.31210888,-77.78959503,146 OLIVER ST,CAMPBELLFORD,K0L1L0
353,Ontario,ON,CARLETON PLACE AND DISTRICT MEMORIAL HOSPITAL,-76.13632188,45.14058201,45.14058201,-76.13632188,211 LAKE AVE E,CARLETON PLACE,K7C1J4
354,Ontario,ON,CHAPLEAU HEALTH SERVICES/SERVICES DE SANTE DE CHAPLEAU,-83.41525168,47.84114934,47.84114934,-83.41525168,6 BROOMHEAD RD,CHAPLEAU,P0M1K0
355,Ontario,ON,CAMBRIDGE MEMORIAL HOSPITAL,-80.3275121,43.37853162,43.37853162,-80.3275121,700 CORONATION BLVD,CAMBRIDGE,N1R3G2
356,Ontario,ON,CHATHAM-KENT HEALTH ALLIANCE - SYDENHAM DISTRICT CAMPUS,-82.36639354,42.59758539,42.59758539,-82.36639354,325 MARGARET AVE,WALLACEBURG,N8A2A7
357,Ontario,ON,COLLINGWOOD GENERAL AND MARINE HOSPITAL,-80.20287454,44.49802599,44.49802599,-80.20287454,459 HUME ST ,COLLINGWOOD,L9Y1W9
358,Ontario,ON,CORNWALL COMMUNITY HOSPITAL,-74.71913953,45.0295609,45.0295609,-74.71913953,840 MCCONNELL AVE,CORNWALL,K6H5S5
359,Ontario,ON,CREDIT VALLEY HOSPITAL,-79.70475195,43.56052797,43.56052797,-79.70475195,2200 EGLINTON AVE W,MISSISSAUGA,L5M2N1
360,Ontario,ON,CHATHAM KENT HEALTH ALLIANCE   ST. JOSEPH'S CAMPUS,-82.19394267,42.4059514,42.4059514,-82.19394267,80 GRAND AVE W,CHATHAM-KENT,N7M5L9
361,Ontario,ON,DEEP RIVER AND DISTRICT HOSPITAL,-77.47586199,46.09169735,46.09169735,-77.47586199,117 BANTING DR,DEEP RIVER,K0J1P0
362,Ontario,ON,ESPANOLA GENERAL HOSPITAL,-81.78309027,46.24839381,46.24839381,-81.78309027,825 MCKINNON DR,ESPANOLA,P5E1R4
363,Ontario,ON,ENGLEHART AND DISTRICT HOSPITAL INC,-79.87853437,47.82319592,47.82319592,-79.87853437,61 5TH ST,ENGLEHART,P0J1H0
364,Ontario,ON,FORT ALBANY HOSPITAL,-92.7563687,49.78616765,49.78616765,-92.7563687,5 AIRPORT ROAD,FORT ALBANY,P0V2W0
365,Ontario,ON,CORTELLUCCI VAUGHAN HOSPITAL,-79.53935998,43.84862282,43.84862282,-79.53935998,3200 MAJORY MACKENZIE DRIVE W,VAUGHAN,L6A1S1
366,Ontario,ON,FOUR COUNTIES HEALTH SERVICES,-81.81183827,42.69397723,42.69397723,-81.81183827,RR 3,NEWBURY,N0L1Z0
368,Ontario,ON,GERALDTON DISTRICT HOSPITAL,-86.95547731,49.72330773,49.72330773,-86.95547731,500 HOGARTH AVE W,GERALDTON,P0T1M0
369,Ontario,ON,GEORGIAN BAY GENERAL HOSPITAL,-79.91492029,44.74142774,44.74142774,-79.91492029,1112 ST ANDREWS DR,MIDLAND,L4R4P4
370,Ontario,ON,GRAND RIVER HOSPITAL,-80.511487,43.45703749,43.45703749,-80.511487,835 KING ST W,KITCHENER,N2G1E8
371,Ontario,ON,GLENGARRY MEMORIAL HOSPITAL,-74.66821478,45.32376302,45.32376302,-74.66821478,20260 COUNTY RD,ALEXANDRIA,K0C1A0
372,Ontario,ON,GREY BRUCE HEALTH SERVICES   OWEN SOUND,-80.91130411,44.56756158,44.56756158,-80.91130411,1800 8 ST E,OWEN SOUND,N4K0A9
373,Ontario,ON,GREY BRUCE HEALTH SERVICES - MEAFORD,-80.60040432,44.6063268,44.6063268,-80.60040432,229 NELSON ST W,MEAFORD,N4L1M4
374,Ontario,ON,GREY BRUCE HEALTH SERVICES - MARKDALE,-80.65046649,44.31799327,44.31799327,-80.65046649,55 ISLA ST,MARKDALE,N0C1H0
375,Ontario,ON,GREY BRUCE HEALTH SERVICES - SOUTHHAMPTON HOSPITAL,-81.36597936,44.49341167,44.49341167,-81.36597936,340 HIGH ST,SOUTHAMPTON,N0H2L0
376,Ontario,ON,GREY BRUCE HEALTH SERVICES - WIARTON HOSPITAL,-81.13825294,44.73836197,44.73836197,-81.13825294,369 MARY STREET,WIARTON,N0H2T0
377,Ontario,ON,GROVES MEMORIAL COMMUNITY HOSPITAL,-80.37295325,43.70532095,43.70532095,-80.37295325,235 UNION ST E,FERGUS,N1M0H3
378,Ontario,ON,GUELPH GENERAL HOSPITAL,-80.25375269,43.55574195,43.55574195,-80.25375269,115 DELHI ST ,GUELPH,N1E4J4
379,Ontario,ON,HALDIMAND WAR MEMORIAL HOSPITAL,-79.62490452,42.90506302,42.90506302,-79.62490452,206 JOHN ST,DUNNVILLE,N1A2P7
380,Ontario,ON,HALIBURTON HIGHLANDS HEALTH SERVICES - MINDEN HOSPITAL,-78.73038764,44.92601493,44.92601493,-78.73038764,6 MCPHERSON STREET,MINDEN,K0M2K0
381,Ontario,ON,HALIBURTON HOSPITAL,-78.52860514,45.03803031,45.03803031,-78.52860514,7199 GELERT RD,HALIBURTON,K0M1S0
382,Ontario,ON,HAMILTON HEALTH SCIENCES - HAMILTON GENERAL HOSPITAL,-79.85394237,43.26120614,43.26120614,-79.85394237,237 BARTON ST E,HAMILTON,L8L2X2
383,Ontario,ON,HAMILTON HEALTH SCIENCES - MCMASTER UNIVERSITY MEDICAL CENTRE,-79.91758515,43.25791042,43.25791042,-79.91758515,1200 MAIN ST W,HAMILTON,L8S1C5
384,Ontario,ON,HAMILTON HEALTH SCIENCES - HENDERSON GENERAL HOSPITAL,-79.84661499,43.23961205,43.23961205,-79.84661499,711 CONCESSION ST,HAMILTON,L8V5C2
385,Ontario,ON,HANOVER AND DISTRICT HOSPITAL,-81.03486755,44.14830155,44.14830155,-81.03486755,90 7 AVE,HANOVER,N4N1N1
386,Ontario,ON,HORNEPAYNE COMMUNITY HOSPITAL,-84.77379272,49.21105956,49.21105956,-84.77379272,278 FRONT ST,HORNEPAYNE,P0M1Z0
387,Ontario,ON,HAWKESBURY & DISTRICT GENERAL HOSPITAL,-74.60792257,45.59873248,45.59873248,-74.60792257,1111 GHISLAIN ST,HAWKESBURY,K6A3G5
388,Ontario,ON,HEADWATERS HEALTH CARE CENTRE - HEADWATERS ORANGEVILLE,-80.07234903,43.92078896,43.92078896,-80.07234903,100 ROLLING HILLS DR,ORANGEVILLE,L9W4X9
389,Ontario,ON,HUMBER RIVER HOSPITAL - WILSON SITE,-79.4895258,43.72498095,43.72498095,-79.4895258,1235 WILSON AVE,TORONTO,M3M0B2
390,Ontario,ON,HOPITAL REGIONAL DE SUDBURY REGIONAL HOSPITAL - LAURENTIAN SITE,-80.99534091,46.46925209,46.46925209,-80.99534091,41 RAMSEY LAKE RD,GREATER SUDBURY,P3E5J1
391,Ontario,ON,HURON PERTH HEALTHCARE ALLIANCE - CLINTON PUBLIC HOSPITAL,-81.54258941,43.62139798,43.62139798,-81.54258941,98 SHIPLEY ST,CLINTON,N0M1L0
392,Ontario,ON,HUNTSVILLE DISTRICT MEMORIAL HOSPITAL,-79.20561548,45.3392143,45.3392143,-79.20561548,100 FRANK MILLER DR,HUNTSVILLE,P1H1H7
393,Ontario,ON,HURON PERTH HEALTHCARE ALLIANCE - STRATFORD GENERAL HOSPITAL,-80.99571541,43.36822,43.36822,-80.99571541,46 GENERAL HOSPITAL DR,STRATFORD,N5A2Y6
394,Ontario,ON,JAMES BAY GENERAL HOSPITAL   MOOSONEE HEALTH CENTRE,-80.65112832,51.27169531,51.27169531,-80.65112832,5 PERCYS WAY,MOOSONEE,P0L1Y0
395,Ontario,ON,HURON PERTH HEALTHCARE ALLIANCE (ST. MARYS MEMORIAL HOSPITAL),-81.15187513,43.25837302,43.25837302,-81.15187513,267 QUEEN ST W,ST. MARYS,N4X1B6
396,Ontario,ON,KEMPTVILLE DISTRICT HOSPITAL,-75.61971267,45.01359019,45.01359019,-75.61971267,2675 CONCESSION RD,KEMPTVILLE,K0G1J0
397,Ontario,ON,KINGSTON GENERAL HOSPITAL - UNIVERSITY HOSPITALS KINGSTON,-76.49261581,44.22456671,44.22456671,-76.49261581,76 STUARTSTREET,KINGSTON,K7L2V7
398,Ontario,ON,JAMES BAY GENERAL HOSPITAL - ATTAWAPISKAT WING,-82.42597953,52.92264826,52.92264826,-82.42597953,972 RIVERSIDE EAST,ATTAWAPISKAT,P0L1A0
399,Ontario,ON,LADY MINTO HOSPITAL,-81.02154578,49.07093966,49.07093966,-81.02154578,241 8 ST,COCHRANE,P0L1C0
400,Ontario,ON,LADY DUNN HEALTH CENTRE,-84.77252093,48.00003773,48.00003773,-84.77252093,17 GOVERNMENT RD,WAWA,P0S1K0
401,Ontario,ON,JOSEPH BRANT MEMORIAL HOSPITAL,-79.80397369,43.3174274,43.3174274,-79.80397369,1230 N SHORE BLVD E,BURLINGTON,L7R4W7
402,Ontario,ON,LAKE OF THE WOODS DISTRICT HOSPITAL,-94.49933442,49.76709128,49.76709128,-94.49933442,21 SYLVAN ST,KENORA,P9N3W7
403,Ontario,ON,LAKERIDGE HEALTH   PORT PERRY DIVISION,-78.9539915,44.10460263,44.10460263,-78.9539915,451 PAXTON ST,PORT PERRY,L9L1L9
404,Ontario,ON,LAKERIDGE HEALTH   OSHAWA DIVISION,-78.86931106,43.9061674,43.9061674,-78.86931106,1 HOSPITAL CRT,OSHAWA,L1G2B9
405,Ontario,ON,KIRKLAND AND DISTRICT HOSPITAL,-80.01859287,48.15658121,48.15658121,-80.01859287,145 GOVERNMENT RD E,KIRKLAND LAKE,P2N3P4
406,Ontario,ON,LAVERENDRYE HOSPITAL - RIVERSIDE HEALTH CARE FACILITIES INC,-93.39260083,48.60620791,48.60620791,-93.39260083,110 VICTORIA AVE,FORT FRANCES,P9A2B7
407,Ontario,ON,LEAMINGTON DISTRICT MEMORIAL HOSPITAL,-82.61477288,42.04946512,42.04946512,-82.61477288,194 TALBOT ST W,LEAMINGTON,N8H1N9
408,Ontario,ON,LAKERIDGE HEALTH CORPORATION - BOWMANVILLE SITE,-78.67953547,43.90895652,43.90895652,-78.67953547,47 LIBERTY ST S,CLARINGTON,L1C2N4
409,Ontario,ON,LENNOX AND ADDINGTON COUNTY GENERAL HOSPITAL,-76.96600943,44.24067985,44.24067985,-76.96600943,8 RICHMOND PARK DR ,GREATER NAPANEE,K7R2Z4
410,Ontario,ON,LISTOWEL MEMORIAL HOSPITAL,-80.94974947,43.73259688,43.73259688,-80.94974947,255 ELIZABETH ST E,NORTH PERTH,N4W2P5
411,Ontario,ON,LONDON HEALTH SCIENCES CENTRE,-81.22600971,42.95842158,42.95842158,-81.22600971,800 COMMISSIONERS RD E,LONDON,N6C2V5
412,Ontario,ON,MANITOULIN HEALTH CENTRE - LITTLE CURRENT SITE,-81.9298351,45.97967988,45.97967988,-81.9298351,11 MEREDITH ST,LITTLE CURRENT,P0P1K0
413,Ontario,ON,MANITOULIN HEALTH CENTRE - MINDEMOYA HOSPITAL,-82.16765534,45.73780318,45.73780318,-82.16765534,2120A HWY 551,MINDEMOYA,P0P1S0
414,Ontario,ON,MACKENZIE RICHMOND HILL HOSPITAL,-79.44968368,43.87076735,43.87076735,-79.44968368,10 TRENCH ST,RICHMOND HILL,L4C4Z3
415,Ontario,ON,MARKHAM STOUFFVILLE HOSPITAL,-79.23177205,43.88511021,43.88511021,-79.23177205,381 CHURCH ST,MARKHAM,L6B0T1
416,Ontario,ON,MANITOUWADGE GENERAL HOSPITAL,-85.82438453,49.12706405,49.12706405,-85.82438453,1 HEALTH CARE CRES,MANITOUWADGE,P0T2C0
417,Ontario,ON,MATTAWA HOSPITAL,-78.73884548,46.23259002,46.23259002,-78.73884548,217 TURCOTTE PARK,MATTAWA,P0H1V0
418,Ontario,ON,MARKHAM STOUFFVILLE HOSPITAL   UXBRIDGE SITE,-79.12739548,44.10196078,44.10196078,-79.12739548,4 CAMPBELL DR,UXBRIDGE,L9P1S4
419,Ontario,ON,MCCAUSLAND HOSPITAL,-87.10703126,48.78117656,48.78117656,-87.10703126,20B CARTIER DR,TERRACE BAY,P0T2W0
420,Ontario,ON,MISSISSAUGA HOSPITAL,-79.61056392,43.57146505,43.57146505,-79.61056392,100 QUEENSWAY W,MISSISSAUGA,L5B1B8
421,Ontario,ON,MONTFORT HOSPITAL,-75.63789913,45.44413972,45.44413972,-75.63789913,713 MONTREAL RD,OTTAWA,K1K0T2
422,Ontario,ON,MILTON DISTRICT HOSPITAL,-79.87036997,43.49536655,43.49536655,-79.87036997,725 BRONTE ST S,MILTON,L9T9K1
423,Ontario,ON,MOUNT SINAI HOSPITAL,-79.38974905,43.65782581,43.65782581,-79.38974905,600 UNIVERSITY AVE,TORONTO,M5G1X5
424,Ontario,ON,NIAGARA HEALTH SYSTEM - ST CATHARINES GENERAL SITE,-79.27867559,43.15518626,43.15518626,-79.27867559,1200 FOURTH AVE,ST. CATHARINES,L2S0A9
425,Ontario,ON,NIAGARA HEALTH SYSTEM - WELLAND HOSPITAL SITE,-79.24860333,42.98081384,42.98081384,-79.24860333,65 3 ST,WELLAND,L3B4W6
426,Ontario,ON,NIPIGON DISTRICT MEMORIAL HOSPITAL,-88.27587122,49.01484074,49.01484074,-88.27587122,125 HORGAN RD,NIPIGON,P0T2J0
427,Ontario,ON,NORTH YORK GENERAL HOSPITAL,-79.36416622,43.76970649,43.76970649,-79.36416622,4001 LESLIE ST,TORONTO,M2K1E1
428,Ontario,ON,NORTHUMBERLAND HILL HOSPITAL,-78.1961139,43.97706707,43.97706707,-78.1961139,1000 DEPALMA DR,COBOURG,K9A5W6
429,Ontario,ON,NORTH BAY GENERAL HOSPITAL    MCLAREN SITE,-79.49434305,46.336576,46.336576,-79.49434305,50 COLLEGE DRIVE,NORTH BAY,P1B5A4
430,Ontario,ON,NOTRE DAME HOSPITAL,-83.67880654,49.68690128,49.68690128,-83.67880654,1405 EDWARD ST,HEARST,P0L1N0
431,Ontario,ON,OAKVILLE TRAFALGAR MEMORIAL HOSPITAL,-79.76562611,43.44836553,43.44836553,-79.76562611,3001 HOSPITAL GATE,OAKVILLE,L6M0L8
432,Ontario,ON,OTTAWA HOSPITAL GENERAL CAMPUS,-75.65166389,45.39909508,45.39909508,-75.65166389,501 SMYTH RD,OTTAWA,K1H8L6
433,Ontario,ON,OAKVILLE TRAFALGAR MEMORIAL HOSPITAL GEORGETOWN HOSPITAL,-79.93459899,43.64314604,43.64314604,-79.93459899,1 PRINCESS ANNE DR,HALTON HILLS,L7G2B8
434,Ontario,ON,ORILLIA SOLDIERS' MEMORIAL HOSPITAL,-79.4256251,44.60432767,44.60432767,-79.4256251,170 COLBORNE ST W,ORILLIA,L3V2Z3
435,Ontario,ON,PALMERSTON AND DISTRICT HOSPITAL,-80.84413397,43.83862711,43.83862711,-80.84413397,500 WHITES RD,PALMERSTON,N0G2P0
436,Quebec,QC,QUINTE HEALTH CARE NORTH HASTINGS HOSPITAL,-77.86332904,45.0553464,45.0553464,-77.86332904,1-H MANOR LANE,BANCROFT,G0E1T0
437,Ontario,ON,QUINTE HEALTH CARE BELLEVILLE GENERAL,-77.36460094,44.16384692,44.16384692,-77.36460094,265 DUNDAS ST E,BELLEVILLE,K8N5A9
438,Ontario,ON,QUEENSWAY CARLETON HOSPITAL,-75.80913236,45.33304757,45.33304757,-75.80913236,3045 BASELINE RD,OTTAWA,K2H8P4
439,Ontario,ON,QUINTE HEALTH CARE PRINCE EDWARD COUNTY MEMORIAL,-76.87552893,44.32384095,44.32384095,-76.87552893,403 MAIN ST,PICTON,K0K2T0
440,Ontario,ON,QUINTE HEALTH CARE TRENTON MEMORIAL HOSPITAL,-77.58778822,44.09900863,44.09900863,-77.58778822,242 KING ST,TRENTON,K8V3X1
441,Ontario,ON,NIAGARA HEALTH SYSTEM - GREATER NIAGARA GENERAL SITE,-79.09148673,43.09452936,43.09452936,-79.09148673,5546 PORTAGE RD ,NIAGARA FALLS,L2E6X2
442,Ontario,ON,RED LAKE MARGARET COCHENOUR MEMORIAL HOSPITAL,-93.82068508,51.01537421,51.01537421,-93.82068508,51 HWY 105,RED LAKE,P0V2M0
443,Ontario,ON,RAINY RIVER HEALTH CENTRE,-94.5684407,48.71858966,48.71858966,-94.5684407,115 FOURTH ST,RAINY RIVER,P0W1L0
444,Ontario,ON,ROSS MEMORIAL HOSPITAL,-78.75247823,44.35425875,44.35425875,-78.75247823,10 ANGELINE ST N,LINDSAY,K9V4M8
445,Ontario,ON,LAKERIDGE HEALTH SYSTEM - AJAX AND PICKERING HEALTH CENTRE SITE,-79.01591105,43.83795895,43.83795895,-79.01591105,580 HARWOOD AVE S,AJAX,L1S2J4
446,Ontario,ON,ROUGE VALLEY HEALTH SYSTEM - CENTENARY,-79.20548699,43.78247138,43.78247138,-79.20548699,2867 ELLESMERE RD,TORONTO,M1E4B9
447,Ontario,ON,ROYAL VICTORIA HOSPITAL,-79.66197734,44.41621677,44.41621677,-79.66197734,201 GEORGIAN DR,BARRIE,L4M6M2
448,Ontario,ON,SCARBOROUGH HOSPITAL (THE),-79.24674707,43.75525706,43.75525706,-79.24674707,3050 LAWRENCE AVE E,TORONTO,M1P2V5
449,Ontario,ON,SENSENBRENNER HOSPITAL,-82.42917625,49.42501772,49.42501772,-82.42917625,101 PROGRESS CRES,KAPUSKASING,P5N3H5
450,Ontario,ON,SIOUX LOOKOUT DISTRICT HEALTH CENTRE,-91.92550078,50.10585906,50.10585906,-91.92550078,1 MENO YA WIN WAY,SIOUX LOOKOUT,P8T1B4
451,Ontario,ON,SMOOTH ROCK FALLS HOSPITAL,-81.61226531,49.27492897,49.27492897,-81.61226531,107 KELLY RD,SMOOTH ROCK FALLS,P0L2B0
452,Ontario,ON,SOUTH BRUCE GREY HEALTH CENTRE - DURHAM,-80.82851212,44.18006503,44.18006503,-80.82851212,320 COLLEGE ST N,WEST GREY,N0G1R0
453,Ontario,ON,SOUTH BRUCE GREY HEALTH CENTRE - WALKERTON,-81.15357548,44.12244858,44.12244858,-81.15357548,21 MCGIVERN ST W,BROCKTON,N0G2V0
454,Ontario,ON,HURON PERTH HEALTHCARE ALLIANCE (SEAFORTH COMMUNITY HOSPITAL HOSPITAL),-81.38561424,43.55168782,43.55168782,-81.38561424,24 CENTENNIAL DRIVE,SEAFORTH,N0K1W0
455,Ontario,ON,SOUTH MUSKOKA MEMORIAL HOSPITAL,-79.31394303,45.04631301,45.04631301,-79.31394303,75 ANN ST ,BRACEBRIDGE,P1L2E4
456,Ontario,ON,SOUTH BRUCE GREY HEALTH CENTRE KINCARDINE SITE,-81.62280683,44.18785362,44.18785362,-81.62280683,43 QUEEN ST ,KINCARDINE,N2Z1G6
457,Ontario,ON,SOUTHLAKE REGIONAL HEALTH CENTRE,-79.45221594,44.06105877,44.06105877,-79.45221594,596 DAVIS DR,NEWMARKET,L3Y2P9
458,Ontario,ON,SAULT AREA HOSPITAL,-84.31756766,46.50542386,46.50542386,-84.31756766,969 QUEEN ST E,SAULT STE. MARIE,P6A2C4
459,Ontario,ON,ST FRANCIS MEMORIAL HOSPITAL,-77.69379424,45.48270352,45.48270352,-77.69379424,7 ST.FRANCIS MEMORIAL DR.,BARRY'S BAY,K0J1B0
460,Ontario,ON,ST JOSEPH'S GENERAL HOSPITAL -ELLIOT LAKE,-82.65994094,46.38409703,46.38409703,-82.65994094,70 SPINE RD,ELLIOT LAKE,P5A1X2
461,Ontario,ON,ST JOSEPH'S HEALTH CENTRE,-79.45028944,43.63919188,43.63919188,-79.45028944,30 THE QUEENSWAY,TORONTO,M6R1B5
462,Ontario,ON,ST JOSEPH'S HEALTH CARE LONDON - LAWSON HEALTH,-81.25392488,43.00003119,43.00003119,-81.25392488,268 GROSVENOR ST,LONDON,N6A4V2
463,Ontario,ON,ST MICHAEL'S HOSPITAL,-79.37730377,43.65381256,43.65381256,-79.37730377,30 BOND ST,TORONTO,M5B1W8
464,Ontario,ON,ST JOSEPH'S HEALTHCARE,-79.86969833,43.24920971,43.24920971,-79.86969833,50 CHARLTON AVE E,HAMILTON,L8N4A6
465,Ontario,ON,ST THOMAS - ELGIN GENERAL HOSPITAL,-81.18109905,42.76429771,42.76429771,-81.18109905,189 ELM ST ,ST. THOMAS,N5R5C4
466,Ontario,ON,STEVENSON MEMORIAL HOSPITAL,-79.87542577,44.15484891,44.15484891,-79.87542577,200 FLETCHER CRES,ALLISTON,L9R1W7
